Gene.symbol logFC
EMCN 5.28e-01
KATNB1 5.28e-01
MRO -5.28e-01
LOC100499194 5.28e-01
ADAM33 5.28e-01
MIR3976HG 5.28e-01
RHBDD1 -5.28e-01
PPP3CB-AS1 5.28e-01
NHLH2 5.28e-01
LOC102723600///MIR1302-11///MIR1302-10///MIR1302-9///MIR1302-2 5.28e-01
LOC285423 1.41
C1orf112 -1.91e-01
SLAMF7 4.78e-01
SAFB -1.28e-01
IL1RAPL1 9.00e-01
NRIP3 -1.40e-01
LOC100287290 3.15e-01
MYCT1 1.39
DDX23 -1.49e-01
LOC105369507 6.73e-01
PHLDB2 4.83e-01
FAM231D///LOC388692///LINC00869 -2.55e-01
STRBP 1.41e-01
ANKUB1 -8.62e-01
RNF217 -1.13
MATN1 -6.72e-01
CST5 -5.48e-01
MTPAP -1.45e-01
SIPA1L2 1.08e-01
CCDC152 -2.49e-01
CTBP2 1.53e-01
GLYAT 6.28e-01
PEG10 -1.43e-01
AMIGO3///GMPPB 2.40e-01
CA6 4.11e-01
SMARCA4 -2.03e-01
NIPAL2 6.98e-01
CELA3B -6.10e-01
HSD17B2 -1.10
CHM -3.76e-01
SLC35F5 -8.71e-01
TMA16 -3.09e-01
EMD -1.83e-01
CYP39A1 -1.26e-01
CCDC28B -1.97e-01
RGS20 3.33e-01
ARL3 4.60e-01
HCN2 -1.14
FGF11 -7.74e-01
REC8 7.74e-01
ZBTB46 -7.74e-01
LINC01365 -7.88e-01
RBM25 1.20e-01
IRAK2 1.01
CDKL2 7.23e-01
KCNJ5 7.23e-01
FAM83A 7.23e-01
NDST3 6.00e-01
MAP3K6 4.49e-01
ADAMTS8 -4.72e-01
CHST9 1.76e-01
DLX6 1.74e-01
WIPF1 1.62e-01
DEAF1 3.94e-01
RBM11 2.16e-01
EXOSC1 -1.24e-01
TRIM25 1.42e-01
EEF1E1-BLOC1S5///BLOC1S5 -2.40e-01
POF1B 1.21
GPRC5A 6.66e-01
NDUFB8 -1.44e-01
AMBRA1 1.81e-01
CDK2AP1 -1.13e-01
ALKBH8 1.45e-01
ARHGAP32 -2.39e-01
MSANTD4 -2.60e-01
OR1A1 8.48e-01
PMAIP1 1.18e-01
MARCH1 -3.14e-01
CCR9 -4.84e-01
LNPEP 1.71e-01
CCSER2 2.11e-01
DDX58 -2.26e-01
PPP1R11 1.34
GIMAP1 1.22
TMED4 1.32e-01
SMPX 7.17e-01
ADGRG3 5.28e-01
MTFR1 -1.04
PPIA -1.25e-01
DNAL1 -2.27e-01
CEP112 6.08e-01
GSTTP1 4.07e-01
CSPG5 4.07e-01
HRASLS5 4.07e-01
KYAT1 2.48e-01
SMURF2 1.97e-01
VHL -1.44e-01
AOC3 3.16e-01
RBL1 9.15e-01
RBM8A -1.37e-01
AMIGO3///GMPPB 2.60e-01
SYNE1 1.53e-01
TRPV3 3.08e-01
RNF170 2.70e-01
ZNF827 -1.25e-01
TFEB 1.65e-01
YDJC 1.43e-01
CHD1 -1.13e-01
RPRML 6.87e-01
FAHD2CP///FAHD2B///FAHD2A -1.11
METTL6 8.82e-01
MIR548XHG 2.54e-01
ZNF765 -1.97e-01
PIM1 1.43e-01
MBP 7.85e-01
C2orf69 1.56e-01
RSU1 -1.79e-01
TICAM1 2.09e-01
ZG16B 5.07e-01
TIMM44 1.30e-01
HIST1H2AL 5.41e-01
ANKRD52 1.97e-01
DNAJC27 -2.71e-01
TMTC1 -1.14e-01
GNAT2 8.05e-01
XIST 8.05e-01
FXYD7 -1.09
RP1L1 -1.00
FAM102A 1.00
POU6F1 7.69e-01
CSNK2A1 -1.19e-01
C3orf14 -1.49e-01
TASP1 -2.36e-01
HCRP1 -2.82e-01
TIAL1 -1.53e-01
STAU1 -1.92e-01
ETAA1 -2.99e-01
AQP6 4.89e-01
ATG4D 2.05e-01
MAOA 2.22e-01
UNC45A -1.04e-01
SGCE 1.21e-01
PLD1 -1.28e-01
LINC00271 1.21
RNF31 -6.98e-01
IL36G 1.23
TCONS_00029157 9.91e-01
TMEM237 -3.72e-01
LMO4 1.69e-01
RAB28 4.33e-01
OCA2 -9.49e-01
MIR631///NEIL1 1.15
SETDB2 5.29e-01
MIA-RAB4B///RAB4B -1.29
CDRT1 3.95e-01
GDA -2.33e-01
FARS2 -3.33e-01
APBB2 -8.13e-01
MTA3 4.82e-01
EDRF1 -2.17e-01
PFKFB2 -1.19
STX17-AS1 2.28e-01
GBA2 1.23e-01
HLA-C -1.20e-01
CCDC140 1.03
LOC101929368///FKBP1A -2.65e-01
LINC00202-1 2.88e-01
TAOK2 -1.48e-01
KRTAP5-8 -3.33e-01
RAPGEF5 1.00
TANC1 3.01e-01
SLC30A2 -7.00e-01
ANO5 -2.82e-01
LRRTM1 9.73e-01
FCRL2 3.40e-01
RGCC 8.62e-01
MGC40069 -8.62e-01
PPFIBP1 -1.80e-01
PPARD -1.06e-01
PARVB -1.78e-01
GHDC 2.55e-01
HCAR3 -7.74e-01
ISYNA1 -7.74e-01
KRT19 7.74e-01
PPP1R16B 7.74e-01
DPPA5 -7.74e-01
LYZ -9.18e-01
PARP11 1.38e-01
ADIRF-AS1 4.98e-01
MYF5 1.19
SLC28A3 1.83e-01
TMEM161B -2.74e-01
CLCN4 -1.03
CYP8B1 -2.43e-01
HEMK1 2.24e-01
CFAP157 1.23
WDR19 1.60e-01
GPR146 2.61e-01
SPSB3 1.12e-01
MAPKAP1 -1.11e-01
MYBPH 7.63e-01
ANK3 2.85e-01
IKZF4 1.84e-01
SYN1 8.29e-01
VN1R5 5.22e-01
LUM -3.07e-01
FAS -1.46e-01
DNAJC6 -9.69e-01
SBSPON -1.60e-01
DHRS2 9.18e-01
TNFRSF25 1.59e-01
C7orf26 -1.29e-01
ZNF865 3.70e-01
SDR42E1 -2.36e-01
RHD///RHCE -6.70e-01
IFNA7 -1.36
RPP38 1.30e-01
STARD7 -1.08e-01
S100A14 -5.46e-01
NR2E3 1.34
SWI5 1.68e-01
RAB36 1.53e-01
LOC101929073 -8.07e-01
SLC29A2 4.33e-01
MCFD2 -1.46e-01
VPS54 -1.02e-01
IL6R 2.12e-01
DCAF10 -1.07e-01
TRMU 2.21e-01
AKAP10 1.59e-01
LRRC57 -1.42e-01
JUND 6.42e-01
PUM1 -1.23e-01
PRRT3-AS1 -2.25e-01
C1orf105 -6.08e-01
LARP4 -1.56e-01
ZNF430 1.45e-01
GIPC2 1.14
PROC -9.98e-01
IQCH -3.46e-01
LAS1L 2.37e-01
SAP30 -3.30e-01
HECTD4 1.90e-01
ZNF41 -1.24e-01
NPDC1 -1.29e-01
MLH3 -1.13e-01
ZNF460 -2.87e-01
BCAT2 -3.65e-01
GABRR3 6.36e-01
ECT2 -2.65e-01
SUGP1 1.33e-01
PRKACA 1.05e-01
IQCH 2.28e-01
NCAPH2 2.29e-01
COPB1 -1.15e-01
LIPJ 1.11
SLC25A53 5.01e-01
GRIA2 1.04
BCL2L10 5.18e-01
KRT9 -8.83e-01
POLR2D 1.07e-01
EPHX2 4.31e-01
DNAH1 7.48e-01
TIFA -1.15e-01
TAOK2 2.88e-01
IQCF1 -4.50e-01
UBXN11 2.21e-01
SLC23A2 -2.11e-01
HDGF 1.05e-01
ZNF117 -4.32e-01
CDAN1 9.58e-01
ESCO1 -1.35e-01
HNRNPL -1.23e-01
ZNF836 2.28e-01
B3GALNT1 1.19e-01
GRM1 -2.28e-01
LOC101929047///HERC2P10///HERC2 -3.57e-01
LINC00173 1.76e-01
PDLIM5 -1.81e-01
SMPDL3A 1.00
VDAC2 -9.50e-02
GDAP1L1 9.93e-01
SLC30A4 7.59e-01
LOC101926934 8.95e-01
PPP3R1 1.60e-01
DCUN1D3 -1.15e-01
LOC101928623///LOC401320 4.23e-01
INO80 1.85e-01
AGTR2 6.85e-01
FRMD3 2.15e-01
VPS8 2.76e-01
SLFN12 1.54e-01
TOR1AIP1 1.35e-01
GLCCI1 -2.74e-01
CASQ1 -1.18
CAMKK2 -6.08e-01
RPS14 -8.77e-01
PCMT1 -2.01e-01
UBE2QL1 -9.26e-01
CRK -1.51e-01
TOPBP1 -1.00e-01
HLA-A 1.11e-01
PLEKHA8 2.54e-01
LINC01398 2.72e-01
MIRLET7DHG 3.12e-01
ANKRD13C -2.37e-01
LOC101927144///ACYP2 -2.80e-01
NT5C2 -4.13e-01
HGD 1.16
LOC102725345 1.20
SPINT1 2.58e-01
LINC00427 -3.46e-01
TFAM 1.07e-01
CCNI -2.51e-01
ZNF204P -1.79e-01
TCEB3 -1.11
NLRC3 9.58e-01
LOC283482 3.82e-01
ZWINT 1.03e-01
RANBP2 -1.90e-01
SFTPB 3.47e-01
COX2 -1.25e-01
TRO -1.36e-01
PSG6///PSG4 -8.49e-01
ALMS1-IT1 5.05e-01
CRLS1 2.21e-01
CSRNP3 9.62e-01
LINC00629 -8.15e-01
LOC100630923///LOC100289561///PRKRIP1 1.59e-01
CA5B -3.15e-01
SUCNR1 -7.25e-01
IPO11 8.28e-01
MITD1 -1.63e-01
CTAG2 -5.55e-01
DSCR9 4.60e-01
FOXP1-AS1 9.20e-01
FGFR1OP2 -1.57e-01
AMZ1 -5.15e-01
PTEN -9.99e-02
TOM1L2 1.13e-01
MZF1-AS1 -1.25e-01
KDM5B -1.39e-01
SLC1A2 4.36e-01
ATR 1.43e-01
ZNF589 2.16e-01
CCNL2 1.31e-01
MIR4755 1.02
ENHO -4.31e-01
DLX5 -2.65e-01
TMLHE -1.64e-01
LYRM4 -1.49e-01
TBC1D14 1.19e-01
MORN1 -2.40e-01
PIK3C2A -1.43e-01
TRAFD1 -3.19e-01
ETV6 2.72e-01
BCAT1 -1.06e-01
PECAM1 2.91e-01
GALK2 2.42e-01
ZMAT4 -3.36e-01
COLEC10 7.05e-01
GAPDH -1.30e-01
DTWD1 7.48e-01
TRAPPC13 1.99e-01
HECTD1 -1.90e-01
RPS4Y1 -7.17e-01
SGSM1 3.26e-01
DEGS2 1.06
MYO15A 3.57e-01
DLGAP4-AS1 4.10e-01
MACF1 5.31e-01
SV2B -5.90e-01
ING1 2.13e-01
TMEM106A -7.91e-01
LINC00689 2.72e-01
LOC101928405 3.42e-01
LOC101927377 3.68e-01
LOC105375273 -1.10
C20orf203 2.62e-01
NATD1 5.91e-01
MGC16275 -1.77e-01
ZNF568 -3.06e-01
LOC100505853 -1.15
PNN 1.10e-01
PQLC1 1.22e-01
DCAF8 -4.93e-01
NFRKB 1.29e-01
PRDM6 -2.70e-01
LOC105374690 2.26e-01
SVIP 1.45
ZDHHC3 1.80e-01
TDRKH -1.83e-01
PAPOLG -3.32e-01
NLK 1.43e-01
FAM222A 3.47e-01
SYDE1 3.72e-01
DESI1 1.59e-01
TMEM241 2.43e-01
POLN 4.86e-01
LOC102546299 3.68e-01
TTC30A -1.70e-01
NCBP3 2.22e-01
LOC101927610 2.96e-01
PPM1L -1.55e-01
C9orf16 -8.99e-01
SPX 5.67e-01
FGFR4 1.13
NES 1.04
PTGES3 -1.06e-01
GRK3 1.19e-01
FAM19A5 -1.66e-01
ZGRF1 2.78e-01
RPS12 4.07e-01
GS1-259H13.2 -2.35e-01
GTPBP4 1.45e-01
SMARCC1 -1.29e-01
TRMT61A 2.06e-01
ZSWIM7 -3.90e-01
ACSL6 8.11e-01
RAB40C 2.27e-01
TNFSF8 -7.97e-01
SENP1 -3.02e-01
MAGIX 5.46e-01
GP2 8.11e-01
POLB 5.64e-01
LINC00982 -8.01e-01
TFRC 6.32e-01
TCF20 2.35e-01
LTBP4 1.03
CLASP1 -1.07e-01
PDZD3 -2.83e-01
PLB1 1.29
DNAJC10 1.48e-01
GDE1 9.64e-02
CFAP61 -1.11
MMP28 1.11
ZNF813 -1.59e-01
NTMT1 -2.17e-01
RMND1 -1.25e-01
SPG11 -4.92e-01
FAM46B -2.73e-01
P2RY2 8.95e-01
ABCA11P 1.79e-01
LRRC71 8.62e-01
ARMCX6 -1.18e-01
LOC441601 4.59e-01
SLC20A2 1.15e-01
CSTB -2.05e-01
GPN3 -1.31e-01
ZFR 1.45e-01
DYNLRB1 -9.52e-01
IGSF9 -1.63e-01
DNAH2 -6.80e-01
COG8 -3.43e-01
CREM -9.12e-01
DNAH3 -2.83e-01
LOC100131347 -7.54e-01
WIPF3 7.89e-01
MUC4 -8.05e-01
ABHD11 2.94e-01
SHMT1 -5.85e-01
IRX2 -3.39e-01
TRIOBP 2.36e-01
IFIH1 -3.28e-01
C18orf54 3.89e-01
ART3 9.62e-01
FAM172A -1.10e-01
HGF 5.38e-01
FAM110D 6.12e-01
CD28 1.12
FOXN1 1.25
LINC01500 1.13
MXRA7 -1.19e-01
CNIH3 -6.58e-01
PDPK1 -5.50e-01
URI1 1.25
AR -5.11e-01
PPP1R10 -1.47e-01
LOC644090 3.16e-01
HECTD1 -1.58e-01
LOC105375677 -2.62e-01
KLHL31 -2.66e-01
ARSF -4.77e-01
OK/SW-CL.58 4.80e-01
PARG -1.77e-01
TUSC3 -1.68e-01
LDLRAP1 -1.21e-01
C1orf174 1.44e-01
GTF3C3 -2.66e-01
MSI2 2.20e-01
PROX1 4.13e-01
PARPBP 1.53e-01
MRPL35 -1.49e-01
GDPGP1 -2.87e-01
EZR 2.26e-01
RMDN1 -1.69e-01
ATP10A 4.41e-01
PYCRL -4.41e-01
TMEM151A -4.41e-01
LBX1-AS1 -4.41e-01
PRPF31 4.41e-01
HBQ1 4.41e-01
BOK 4.41e-01
RIN3 4.41e-01
VPS36 3.82e-01
TMUB2 -1.18e-01
LINC00598 -6.36e-01
ADD2 -6.38e-01
LRRC3B -4.64e-01
LOC285097 8.38e-01
LARS -9.87e-02
ATF6 2.65e-01
NDUFAF4 -9.30e-02
SCPEP1 9.37e-02
ZNF37BP 2.51e-01
MYZAP 4.61e-01
SNED1 6.36e-01
SUPT20H 9.61e-02
RPP40 -1.08e-01
DRAIC 1.16
LPP-AS2 -1.26
MBD3 -1.21e-01
RAB26 1.97e-01
LINC01588 8.20e-01
RILPL2 -1.32e-01
ATP1A2 7.23e-01
CLCN5 1.18e-01
POC1B-GALNT4///GALNT4 1.52e-01
RAB3GAP1 -1.42e-01
BOLA3-AS1 -6.16e-01
ATP13A4 -6.92e-01
BCL2L14 1.10
CD209 -4.13e-01
SOCS5 1.26e-01
CCDC134 1.84e-01
PDXDC1 9.52e-01
TMOD3 -1.45e-01
HSFY2///HSFY1 6.96e-01
ZNF814 3.05e-01
TMEM14B -1.96e-01
DNAJC16 1.78e-01
ARRB1 1.69e-01
LOC339978 -6.54e-01
RUNX1T1 5.13e-01
RNF31 -5.85e-01
GADL1 -5.85e-01
LOC101928107 5.85e-01
LOC101928729 5.85e-01
LOC102724197///LOC100132705///GGT2///GGT8P///GGTLC1///GGTLC2///GGT3P///GGT1 2.35e-01
TBC1D1 3.74e-01
MROH1 7.97e-01
ADGRA1 -9.12e-01
KDM1B 2.07e-01
MYH11 7.68e-01
SLC25A37 2.37e-01
OPA1 -2.44e-01
SNTB2 6.42e-01
NPAS4 1.14
KRT32 -1.08
ZDBF2 2.24e-01
TBC1D1 -3.42e-01
RSU1 8.24e-01
JRKL -2.16e-01
SLITRK6 -1.47e-01
DNTT -6.16e-01
NKD1 -4.97e-01
SNORA37 8.72e-01
EXO5 3.25e-01
ZNF623 -3.91e-01
FOLR3 -5.40e-01
TCF4 -1.76e-01
NADK2 1.44e-01
MUC5AC 3.06e-01
LOC101928238 3.72e-01
ETV5 1.65e-01
SMG5 -2.11e-01
SRGAP1 3.19e-01
DDX56 -1.23e-01
DISP1 1.43e-01
VWA9 -1.01e-01
PSG6 -5.93e-01
EIF4E -1.47e-01
BIVM -3.02e-01
MT1M 4.26e-01
UGGT2 2.16e-01
LOC284578 8.62e-01
SLC1A6 3.84e-01
BMS1P20 -3.84e-01
TMEM38B 1.39e-01
LOC101928751 1.48
STXBP2 4.42e-01
GALM 1.26e-01
RAD23A -1.41e-01
TPPP2 3.33e-01
TMEM72-AS1 -3.33e-01
LSP1 3.33e-01
C1QA -3.33e-01
CERCAM -3.33e-01
LOC100287834///LOC100287704 3.33e-01
TAL1 3.33e-01
ICE2 -2.00e-01
CYLD -4.65e-01
LOC101928205 1.17e-01
KATNBL1 -1.75e-01
QSER1 -1.21e-01
TAF6L -1.19
TMEM223 -2.07e-01
LOC101927027 2.37e-01
CAMKMT 1.11
CFAP46 -1.11
KCTD7///RABGEF1 4.03e-01
LMO1 2.20e-01
HAPLN4 -5.85e-01
C16orf45 1.75e-01
CNTNAP5 -1.06
UMPS 1.22e-01
ECSCR 5.62e-01
SURF2 4.38e-01
TTC17 2.79e-01
CHRNA10 2.38e-01
SOS1-IT1 1.70e-01
TDH -1.00
SYNPO2L 1.00
ADORA3 -1.00
LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1 1.00
TFAP4 3.96e-01
ATXN7L1 -2.68e-01
TMEM225 -7.54e-01
SGCG -7.54e-01
RHOD 7.54e-01
CYP2C9 -3.79e-01
RAB30 1.35e-01
OVOL1 -1.11
MB21D1 1.48e-01
ZNF709 -3.10e-01
PTPN4 -1.52e-01
PIK3AP1 -1.80e-01
AKNA -9.36e-01
MYOZ2 9.36e-01
LOC101929373///SLC9B1 9.36e-01
CD84 -7.23e-01
MYO3A -1.05
CLU 7.95e-01
CP 1.41
LACTB2-AS1 -8.62e-01
LMO3 8.62e-01
USP26 -8.62e-01
AGR3 -8.62e-01
NEBL-AS1 -8.62e-01
TRAF3IP3 8.62e-01
LINC01330 8.62e-01
ZNF81 9.61e-01
GPLD1 2.58e-01
ZNF124 1.29
SPRED2 1.15e-01
NSFL1C -1.14e-01
INO80D 1.18e-01
C1R -1.38e-01
CGA 6.67e-01
BIN1 1.59e-01
TCTA -1.42e-01
MIR4453///DKFZP434I0714 2.40e-01
TNXB 1.01
INO80D -1.48e-01
KLHDC4 -2.32e-01
LOC101928419 2.82e-01
MRS2 1.84e-01
HNMT 5.25e-01
KCNH4 -9.11e-01
GPSM3 2.18e-01
BOLA3 1.69e-01
CACNA2D3 2.16e-01
CHD7 2.79e-01
CFAP43 9.58e-01
PAPD4 1.35e-01
SMG9 -1.47e-01
RBMXL1 1.49e-01
ZNF831 -7.74e-01
JAZF1-AS1 -7.74e-01
LINC00564 7.74e-01
FCGR2A -7.74e-01
MAF -7.74e-01
MEIOC 7.74e-01
FLG2 7.74e-01
IFNA8 -7.74e-01
IGLV1-44 7.74e-01
NPPC -7.74e-01
OR51E2 -7.74e-01
KIAA1109 4.86e-01
PCBP2 -2.85e-01
FBXL18 1.55e-01
SRC 6.28e-01
LOC101928623///LOC401320 1.35e-01
RASSF8 -1.41e-01
TSTA3 9.96e-02
ZNF839 1.25e-01
LOC101928389 -8.62e-01
TUBGCP3 2.45e-01
SCLY -7.95e-01
ERGIC3 -4.84e-01
TANC1 9.94e-02
STX11 7.23e-01
CTTN 1.24e-01
U2AF1 1.94e-01
ALDH9A1 -1.37e-01
AZI2 2.64e-01
HELLS -2.03e-01
LOC101060363///PPIA -1.10e-01
BTBD9 3.35e-01
FAM110B -1.35
SRRM3 3.63e-01
ATG7 -1.72e-01
SCAND2P 2.22e-01
OTUD6B-AS1 -3.10e-01
ZNF71 2.33e-01
LOC646268 3.27e-01
WHSC1L1 2.75e-01
MFN1 -1.10e-01
NADK 2.41e-01
RPS27A -1.11e-01
CEP152 1.23e-01
CIRBP-AS1 5.13e-01
SSPN -6.67e-01
LOC101929662 6.67e-01
PIEZO2 -6.67e-01
IKZF1 -6.67e-01
LMO3 -6.67e-01
SNORA74A -6.67e-01
GC 6.67e-01
LOC100293211///IGHG1 6.67e-01
ZBTB7C -6.67e-01
COL25A1 -6.67e-01
SLC51B -6.67e-01
CST11 -6.67e-01
ORF1 6.67e-01
CDKN2B -6.67e-01
LINC01089 6.67e-01
LOC654342 -6.67e-01
LOC340090 6.67e-01
MAPT-AS1 6.67e-01
MEP1A 6.67e-01
LOC105375773 6.67e-01
ADH1B 6.67e-01
CFAP43 6.67e-01
MYL3 -5.07e-01
LOC101060521///POLR3E 4.08e-01
HIST1H4D -2.63e-01
OSER1-AS1 3.58e-01
CREBRF -1.10e-01
NUS1P3 2.24e-01
FZD9 1.08
PTPN11 -5.05e-01
ADAMTS6 2.09e-01
ZIC5 2.95e-01
SLC4A5 2.57e-01
FRMD8 -1.64e-01
SYNJ1 1.22e-01
KIF19 3.84e-01
BAALC-AS2 6.16e-01
SSSCA1-AS1 9.90e-01
B4GAT1 4.83e-01
GALNT13 -7.68e-01
PTPN13 -1.45e-01
SLC25A24 2.78e-01
TBP 1.20e-01
C1orf74 1.74e-01
SLC25A18 1.70e-01
BIRC5 -1.13e-01
UIMC1 -1.12e-01
ETNK1 2.13e-01
ABCB10 -1.12e-01
ADRA2B 4.17e-01
ZSCAN5A 6.02e-01
C10orf10 6.24e-01
SFT2D3 1.18
SERGEF -2.35e-01
HERC4 3.21e-01
CLDN19 4.04e-01
PGP 1.16e-01
CYFIP2 2.26e-01
LOC100129112 -1.22
SRRT -1.63e-01
EPB41L2 -1.76e-01
MARC2 -1.43e-01
UPF3A 9.41e-02
ARFGEF3 3.53e-01
WRNIP1 2.77e-01
MEIS1 -1.65e-01
CES3 1.16e-01
MINK1 6.94e-01
IBA57 -2.86e-01
SEC23IP 2.45e-01
FOLH1B///FOLH1 3.77e-01
GALE -1.79e-01
CYP2U1 1.07
SLC45A1 -9.13e-01
GATSL3 2.11e-01
ICOSLG 6.69e-01
SPERT 3.67e-01
MPHOSPH8 1.44e-01
LINC01477 -6.63e-01
LAPTM4B 1.61e-01
DIP2A -2.46e-01
PPIL1 -1.25e-01
PHF20 3.65e-01
ZDHHC21 -1.23e-01
PTTG2 9.58e-01
ART4 1.01
PDLIM4 -3.82e-01
DAB2IP 4.66e-01
MTF2 1.19e-01
NDUFC2-KCTD14///KCTD14 -1.24e-01
ZNF214 8.52e-01
ARHGAP5 -1.02
RPRD1A -2.32e-01
EXD1 -1.01
ZSWIM1 -1.98e-01
HBB -3.31e-01
PLEKHA1 1.10e-01
C18orf12 -1.01
ATAD2 1.49e-01
SNRPC -1.12e-01
CIB3 -5.28e-01
TEX36-AS1 5.28e-01
LOC101927901 -5.28e-01
LOC101927447 5.28e-01
AADACP1 5.28e-01
PPP1R3A -5.28e-01
PHLPP1 5.28e-01
PDGFRA 5.28e-01
C1QL1 -5.28e-01
DRD3 -5.28e-01
MYT1L -5.28e-01
P2RY13 5.28e-01
RBM12B-AS1 5.28e-01
CAPN10 5.28e-01
GDF15 5.28e-01
KCNE3 5.28e-01
IGLC1 5.28e-01
KRTAP2-1 5.28e-01
LOC101928269///LOC100506403///RUNX1 5.28e-01
LMOD2 5.28e-01
TMEM51-AS1 5.28e-01
TSSK6 5.28e-01
GLMP 1.08e-01
SLC38A1 -3.53e-01
ARMC7 1.83e-01
AGBL5 -1.50e-01
CD300LB -3.44e-01
INTS5 -1.33e-01
LHX1 1.70e-01
ILVBL 1.03e-01
CACUL1 -1.50e-01
CCL15-CCL14///CCL14 -9.43e-01
NIN 1.01
BMPR1A 1.28e-01
CD300A 4.31e-01
POMZP3///ZP3 -1.24e-01
HDAC10 6.47e-01
DIP2A 2.48e-01
SYT12 -6.67e-01
EBLN3P -1.46e-01
MAGIX 5.20e-01
ARHGEF15 6.81e-01
TRIM67 1.46e-01
PLCXD1 5.14e-01
AUTS2 4.19e-01
WRAP53 -1.03e-01
SCMH1 1.03e-01
C19orf18 4.98e-01
TMEM185A 1.13
LOC390705 2.33e-01
SERPINA2 7.74e-01
ADAM23 2.40e-01
CXCR6 6.53e-01
MRPL27 -1.01e-01
C2 -2.51e-01
ZSCAN32 -5.76e-01
ZER1 -1.69e-01
LIN7A -2.79e-01
OBSL1 2.24e-01
BAG6 -1.24e-01
MRPL40 -1.32e-01
CDC16 -1.04e-01
PIFO -4.96e-01
GNA12 -1.21e-01
MYPN 1.14
PWAR6 1.20e-01
XRCC2 2.01e-01
TPRN 2.92e-01
TAOK1 -2.25e-01
ALDOB 6.81e-01
LGALS4 9.89e-01
XRCC1 -9.55e-02
XIAP 1.53e-01
RCOR3 1.26e-01
HSD17B7P2 9.80e-01
SEPT9 2.15e-01
CEBPG -1.14e-01
LOC388456 2.75e-01
NPNT -1.07
ACO1 -9.93e-02
LOC100130872 -5.81e-01
LOC102725315///LOC727983///POM121L10P///POM121L4P///POM121L8P///POM121L9P///POM121L1P -7.41e-01
LOC101927933///LRRC8C 6.88e-01
ZNF609 6.78e-01
PEG3-AS1 -2.25e-01
SNCG 8.85e-01
BPHL -1.38e-01
SERPINB11 9.54e-01
DTNA -1.99e-01
INO80B 1.70e-01
FAM86B3P -3.73e-01
COA3 -1.08e-01
TRPM7 -3.13e-01
PTMA -1.15e-01
LOC100131864 -1.14
SNX22 8.23e-01
TXNL4B -1.28e-01
MLNR 4.41e-01
CFAP43 -4.41e-01
CHRM1 4.41e-01
LILRA5 4.41e-01
SPOCK3 -2.26e-01
DOCK5 -6.67e-01
AVPR1A 6.67e-01
SYT2 8.03e-01
HYAL3 6.66e-01
ZNF587B 1.16e-01
SMIM10L1 -1.55e-01
CCDC148 2.00e-01
ZNF343 -1.65e-01
LOC100996654 1.02
PRSS36 4.45e-01
GIPC1 -9.16e-02
ARRDC4 1.68e-01
FCGBP 2.03e-01
FBXO16///ZNF395 -2.17e-01
TBXA2R 2.65e-01
GNB1L 9.66e-01
VEPH1 -4.32e-01
SH2D1A -8.90e-01
BMS1P21///MBL1P 1.05
NADK 2.20e-01
GSE1 4.10e-01
SEC63 2.13e-01
HTR2C -1.22e-01
OAS2 -3.22e-01
IL4 1.13
NPEPPS -1.19e-01
CCDC155 2.22e-01
OTUD5 -1.50e-01
AKAP7 -1.69e-01
BMS1P20 -4.81e-01
DDR1-AS1 5.42e-01
EPB41L2 -1.19
STIL -1.30e-01
JAK1 1.66e-01
DDX19A -1.20e-01
COG8 -1.66e-01
AS3MT -1.86e-01
USP7 6.56e-01
SOX9 -1.42e-01
TMEM52 -2.95e-01
CCDC43 1.02e-01
TIE1 4.07e-01
C15orf54 -8.25e-01
ARL10 -8.17e-01
FAM188A 3.97e-01
CD7 -6.72e-01
NCOA1 -1.30e-01
GNPDA2 -2.37e-01
ZNF44 5.35e-01
PRKACG 9.79e-01
GINS4 2.05e-01
CEP128 -1.31e-01
PP7080 -2.11e-01
LMLN 1.16e-01
SLCO3A1 1.77e-01
CD69 6.01e-01
LINC00663 3.19e-01
WWC1 7.74e-01
DNAJA3 -1.02e-01
LOC105372069 1.03
HMGA2 5.15e-01
RBMS3-AS3 2.50e-01
DGCR9 1.07
SERPINB13 -1.01
TVP23B -1.58e-01
TEX19 2.19e-01
RAB28 -1.45e-01
NAV2-AS4 -8.33e-01
MACC1 2.60e-01
STK16 -2.11e-01
SMR3A 1.33
TRIM28 -9.85e-02
ADAP1 6.62e-01
RBM34 1.76e-01
KLK12 -3.02e-01
SCAND2P -7.15e-01
DENND5A 1.17e-01
SPATS1 -6.88e-01
LINC00032 -4.39e-01
ZCRB1 -1.63e-01
SRD5A1 1.69e-01
LINC01563 3.19e-01
FBXL3 1.15
THAP6 -1.92e-01
C17orf78 1.11
MBTPS2 1.65e-01
HNRNPUL2 2.06e-01
EYA2 1.05e-01
SNTG1 1.27
IL11 -6.25e-01
TSC1 9.77e-02
SP8 -4.35e-01
GPR160 -1.46e-01
S100A9 -4.97e-01
SRGAP1 -5.94e-01
KIF23 1.10e-01
TNIK -1.13e-01
LOC101928269///LOC100506403///RUNX1 5.98e-01
LOC100505874///MLLT10P1 1.52e-01
FAR2P3///FAR2P2 1.78e-01
TAF7L 3.02e-01
KALRN 1.04e-01
HYDIN2 8.31e-01
SFTPA2///SFTPA1 -9.10e-01
C5AR1 4.15e-01
CDH20 1.01
